ID	field.ID	location	field	dgO	dgN	area	WRB	BO_Syst	soty	crop	age_class	age	y_est	samcam	season	year	date	hole	ACA	ACH	ALO	ARO	END	LCA	LRU	LTR	LUM	OCY	OLA	UNK	ACA_BM	ACH_BM	ALO_BM	ARO_BM	END_BM	LCA_BM	LRU_BM	LTR_BM	LUM_BM	OCY_BM	OLA_BM	UNK_BM	pH	mc	cn	sand	silt	clay	ata1	atb1	hum1	ats1	prec1	rad1	ata2	atb2	hum2	ats2	prec2	rad2	soil_coverage	soil_tillage	fertilisation	weed_control	soil_compaction	compaction
168	12	Ronneberg	RO_2011	9.609485	52.295013	1197	Haplic_Luvisol	LLn	ttU	Silphie	B_Sp_young	2	2011	3	autumn	2013	30.11.2013	4	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.27	21.62	9.86	10.4	75.1	14.5	5.65	7.80	87.52	8.15	1.95	818	6.58	10.37	76.06	10.86	0.00	3965	60x60	0	4	4	4	3
169	16	Dornburg	DO_MaisII	11.658923	51.002741	1792	Mollic_Leptosol	BB-RR	uT	Maize	A_Cm	0	2013	3	autumn	2013	08.10.2013	1	0	0	0	0	1	0	0	0	0	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	6.94	13.74	8.91	5.1	61.1	33.8	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	75x20	1	3	3	6	3
170	16	Dornburg	DO_MaisII	11.658923	51.002741	1792	Mollic_Leptosol	BB-RR	uT	Maize	A_Cm	0	2013	3	autumn	2013	08.10.2013	2	0	0	0	0	0	0	0	0	0	0	0	2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	6.94	13.74	8.91	5.1	61.1	33.8	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	75x20	1	3	3	6	3
171	16	Dornburg	DO_MaisII	11.658923	51.002741	1792	Mollic_Leptosol	BB-RR	uT	Maize	A_Cm	0	2013	3	autumn	2013	08.10.2013	3	0	0	0	0	0	0	0	1	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.175	0.000	0.000	0.000	0	6.94	13.74	8.91	5.1	61.1	33.8	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	75x20	1	3	3	6	3
172	16	Dornburg	DO_MaisII	11.658923	51.002741	1792	Mollic_Leptosol	BB-RR	uT	Maize	A_Cm	0	2013	3	autumn	2013	08.10.2013	4	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	6.94	13.74	8.91	5.1	61.1	33.8	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	75x20	1	3	3	6	3
173	17	Pahren	PA_Mais	11.910338	50.644899	52601	stagnic_Luvisol	SSn	sL	Maize	A_Cm	0	2013	3	autumn	2013	07.10.2013	1	2	0	0	1	2	0	0	1	0	0	0	3	1.775	0.000	0.000	0.151	0.094	0.000	0.000	2.589	0.000	0.000	0.000	0	5.70	14.64	9.70	28.9	49.6	21.5	10.34	11.59	78.70	12.51	2.49	2644	11.63	12.10	88.58	11.13	0.00	1075	75x24	1	4	3	6	3
174	17	Pahren	PA_Mais	11.910338	50.644899	52601	stagnic_Luvisol	SSn	sL	Maize	A_Cm	0	2013	3	autumn	2013	07.10.2013	2	3	0	0	0	0	0	0	0	0	0	0	1	4.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.70	14.64	9.70	28.9	49.6	21.5	10.34	11.59	78.70	12.51	2.49	2644	11.63	12.10	88.58	11.13	0.00	1075	75x24	1	4	3	6	3
175	17	Pahren	PA_Mais	11.910338	50.644899	52601	stagnic_Luvisol	SSn	sL	Maize	A_Cm	0	2013	3	autumn	2013	07.10.2013	3	6	0	0	0	6	0	0	2	0	0	0	0	8.044	0.000	0.000	0.000	0.468	0.000	0.000	1.961	0.000	0.000	0.000	0	5.70	14.64	9.70	28.9	49.6	21.5	10.34	11.59	78.70	12.51	2.49	2644	11.63	12.10	88.58	11.13	0.00	1075	75x24	1	4	3	6	3
176	17	Pahren	PA_Mais	11.910338	50.644899	52601	stagnic_Luvisol	SSn	sL	Maize	A_Cm	0	2013	3	autumn	2013	07.10.2013	4	2	0	0	0	5	0	0	0	1	0	0	1	1.618	0.000	0.000	0.000	0.154	0.000	0.000	0.000	0.052	0.000	0.000	0	5.70	14.64	9.70	28.9	49.6	21.5	10.34	11.59	78.70	12.51	2.49	2644	11.63	12.10	88.58	11.13	0.00	1075	75x24	1	4	3	6	3
177	18	Ronneberg	RO_MaisII	9.602275	52.294314	14858	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2013	3	autumn	2013	30.11.2013	1	0	0	0	0	1	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0	6.36	16.26	10.45	9.4	72.1	18.5	5.65	7.80	87.52	8.15	1.95	818.47	6.5833	10.3666	76.0625	10.8583	0	3965	75x20	1	4	3	6	3
178	18	Ronneberg	RO_MaisII	9.602275	52.294314	14858	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2013	3	autumn	2013	30.11.2013	2	0	0	0	0	0	0	0	1	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.677	0.000	0.000	0.000	0	6.36	16.26	10.45	9.4	72.1	18.5	5.65	7.80	87.52	8.15	1.95	818.47	6.5833	10.3666	76.0625	10.8583	0	3965	75x20	1	4	3	6	3
179	18	Ronneberg	RO_MaisII	9.602275	52.294314	14858	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2013	3	autumn	2013	30.11.2013	3	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	6.36	16.26	10.45	9.4	72.1	18.5	5.65	7.80	87.52	8.15	1.95	818.47	6.5833	10.3666	76.0625	10.8583	0	3965	75x20	1	4	3	6	3
180	18	Ronneberg	RO_MaisII	9.602275	52.294314	14858	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2013	3	autumn	2013	30.11.2013	4	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	6.36	16.26	10.45	9.4	72.1	18.5	5.65	7.80	87.52	8.15	1.95	818.47	6.5833	10.3666	76.0625	10.8583	0	3965	75x20	1	4	3	6	3
